Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,BsmtFinType2,BsmtFinSF2
872,60,RL,70,8750,Reg,Inside,CollgCr,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,116,TA,PConc,Gd,No,GLQ,505,299,804,Ex,Unf,0
873,20,RL,74,8892,Reg,Corner,NAmes,1Story,5,7,1953,1996,Gable,WdShing,Wd Shng,None,0,Gd,Stone,TA,Av,Unf,0,105,105,Gd,Unf,0
874,40,RL,60,12144,Reg,Inside,NAmes,1Story,5,7,1949,1950,Gable,HdBoard,HdBoard,None,0,Gd,CBlock,TA,No,Rec,375,457,832,Gd,Unf,0
875,50,RM,52,5720,Reg,Inside,OldTown,1.5Fin,5,6,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Unf,0,676,676,Ex,Unf,0
876,60,FV,75,9000,Reg,Inside,Somerst,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,None,0,Gd,PConc,Gd,Av,GLQ,64,1120,1184,Ex,Unf,0
877,20,RL,94,25286,Reg,Inside,Mitchel,1Story,4,5,1963,1963,Gable,HdBoard,Plywood,None,0,TA,PConc,TA,Gd,ALQ,633,431,1064,Gd,Unf,0
878,60,RL,74,8834,Reg,Inside,NridgHt,2Story,9,5,2004,2005,Hip,VinylSd,VinylSd,Stone,216,Gd,PConc,Ex,No,GLQ,1170,292,1462,Ex,Unf,0
879,85,RL,88,11782,IR1,Inside,Sawyer,SFoyer,5,7,1961,1995,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,Av,ALQ,899,210,1109,TA,Unf,0
880,20,RL,NA,7000,IR1,CulDSac,CollgCr,1Story,5,8,1978,2005,Gable,VinylSd,VinylSd,BrkFace,90,Gd,CBlock,TA,No,ALQ,646,218,864,Ex,Unf,0
881,20,RL,60,7024,Reg,Inside,Edwards,1Story,5,5,2005,2006,Gable,VinylSd,VinylSd,None,0,TA,PConc,Ex,No,ALQ,980,110,1090,Gd,Unf,0
882,50,RL,44,13758,IR1,CulDSac,Timber,1.5Fin,7,5,1990,1991,Gable,HdBoard,HdBoard,BrkFace,117,Gd,CBlock,Gd,Mn,LwQ,902,254,1156,Ex,Unf,0
883,60,RL,NA,9636,IR1,Corner,Gilbert,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,808,808,Gd,Unf,0
884,75,RL,60,6204,Reg,Inside,SWISU,2.5Fin,4,5,1912,1950,Gable,Wd Sdng,Wd Sdng,None,0,Gd,PConc,TA,No,Unf,0,795,795,TA,Unf,0
885,20,RL,65,7150,Reg,Inside,NAmes,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,BrkFace,60,TA,CBlock,TA,No,BLQ,432,460,892,TA,Unf,0
886,120,FV,50,5119,IR1,CulDSac,Somerst,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,60,Gd,PConc,Ex,Av,GLQ,1238,460,1698,Ex,Unf,0
887,90,RL,70,8393,Reg,Corner,NAmes,1Story,5,5,1959,2005,Gable,MetalSd,MetalSd,BrkFace,122,TA,CBlock,TA,No,LwQ,528,1098,1626,Ex,Unf,0
888,50,RL,59,16466,IR1,Inside,Edwards,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,None,0,TA,PConc,TA,No,Unf,0,816,816,TA,Unf,0
889,20,RL,95,15865,IR1,Inside,NAmes,1Story,8,6,1970,1970,Flat,Wd Sdng,Wd Sdng,None,0,Gd,PConc,TA,Gd,ALQ,351,1043,2217,Ex,Rec,823
890,20,RL,128,12160,Reg,Inside,NAmes,1Story,6,4,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,90,TA,CBlock,TA,No,BLQ,1024,481,1505,Ex,Unf,0
891,50,RL,60,8064,Reg,Corner,NAmes,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,Mn,Unf,0,672,672,Ex,Unf,0
892,60,RL,70,11184,Reg,Inside,Sawyer,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkFace,92,TA,CBlock,TA,No,LwQ,226,192,918,Gd,Rec,500
893,20,RL,70,8414,Reg,Inside,Sawyer,1Story,6,8,1963,2003,Hip,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,GLQ,663,396,1059,TA,Unf,0
894,20,RL,NA,13284,Reg,Inside,Sawyer,1Story,5,5,1954,1954,Gable,Wd Sdng,Plywood,None,0,TA,PConc,Gd,Mn,BLQ,1064,319,1383,TA,Unf,0
895,90,RL,64,7018,Reg,Inside,SawyerW,1Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0,TA,Slab,NA,NA,NA,0,0,0,TA,NA,0
896,60,RL,71,7056,Reg,Inside,NAmes,2Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,415,TA,CBlock,TA,No,BLQ,400,380,780,TA,Unf,0
897,30,RM,50,8765,Reg,Inside,IDOTRR,1Story,4,6,1936,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,ALQ,285,666,951,Ex,Unf,0
898,90,RL,64,7018,Reg,Inside,SawyerW,2Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0,TA,Slab,NA,NA,NA,0,0,0,TA,NA,0
899,20,RL,100,12919,IR1,Inside,NridgHt,1Story,9,5,2009,2010,Hip,VinylSd,VinylSd,Stone,760,Ex,PConc,Ex,Gd,GLQ,2188,142,2330,Ex,Unf,0
900,20,RL,65,6993,Reg,Inside,Sawyer,1Story,5,7,1961,1994,Gable,HdBoard,Plywood,None,0,TA,CBlock,TA,No,BLQ,465,447,912,TA,Unf,0
901,20,RL,NA,7340,IR1,Inside,NAmes,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,ALQ,322,536,858,TA,Unf,0
902,20,RL,64,8712,IR1,Inside,NAmes,1Story,5,7,1957,2000,Hip,MetalSd,MetalSd,None,0,TA,CBlock,TA,Mn,BLQ,860,132,992,TA,Unf,0
903,60,RL,63,7875,Reg,Inside,Gilbert,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,783,783,Ex,Unf,0
904,20,RL,50,14859,IR1,CulDSac,Gilbert,1Story,7,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,27,Gd,PConc,Gd,No,Unf,0,1670,1670,Ex,Unf,0
905,20,RL,NA,6173,IR1,Inside,Sawyer,1Story,5,6,1967,1967,Gable,HdBoard,Wd Sdng,BrkFace,75,TA,CBlock,TA,No,GLQ,599,277,876,TA,Unf,0
906,20,RL,80,9920,Reg,Inside,NAmes,1Story,5,5,1954,1954,Gable,HdBoard,HdBoard,Stone,110,TA,CBlock,TA,No,Rec,354,412,1056,TA,LwQ,290
907,20,RL,116,13501,IR1,Corner,Somerst,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,208,Gd,PConc,Gd,No,GLQ,63,1560,1623,Ex,Unf,0
908,50,RL,86,11500,IR1,Inside,Crawfor,1.5Fin,7,7,1936,1987,Gable,BrkFace,BrkFace,None,0,Gd,CBlock,Gd,No,Rec,223,794,1017,Gd,Unf,0
909,20,RL,NA,8885,IR1,Inside,Mitchel,1Story,5,5,1983,1983,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Gd,Av,BLQ,301,239,864,TA,ALQ,324
910,60,RL,149,12589,IR2,Inside,Gilbert,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,742,742,Ex,Unf,0
911,90,RL,80,11600,Reg,Corner,NAmes,2Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkFace,361,TA,CBlock,TA,No,Rec,443,662,1105,TA,Unf,0
912,20,RL,NA,9286,IR1,CulDSac,CollgCr,1Story,5,7,1977,1989,Gable,HdBoard,Plywood,None,0,TA,CBlock,Gd,Av,ALQ,196,1072,1268,TA,Unf,0
913,30,RM,51,6120,Reg,Inside,BrkSide,1Story,5,7,1925,1950,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,TA,No,Rec,489,279,768,TA,Unf,0
914,90,RH,82,6270,Reg,Inside,Crawfor,2Story,5,6,1949,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,BLQ,284,717,1001,TA,Unf,0
915,160,FV,30,3000,Reg,Inside,Somerst,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76,Gd,PConc,Gd,Av,GLQ,294,318,612,Ex,Unf,0
916,160,RM,21,2001,Reg,Inside,MeadowV,2Story,4,5,1970,1970,Gable,CemntBd,CmentBd,BrkFace,80,TA,CBlock,TA,No,Unf,0,546,546,Fa,Unf,0
917,20,C (all),50,9000,Reg,Inside,IDOTRR,1Story,2,3,1949,1950,Gable,AsbShng,AsbShng,None,0,TA,CBlock,TA,Av,BLQ,50,430,480,TA,Unf,0
918,20,RL,NA,17140,Reg,Inside,Edwards,1Story,4,6,1956,1956,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,ALQ,1059,75,1134,Ex,Unf,0
919,60,RL,103,13125,IR1,Corner,SawyerW,2Story,7,5,1991,1991,Gable,HdBoard,HdBoard,None,0,Gd,PConc,Ex,Mn,BLQ,48,422,1104,Ex,GLQ,634
920,20,RL,87,11029,IR1,Corner,NAmes,1Story,6,8,1958,2002,Hip,MetalSd,MetalSd,None,0,Ex,CBlock,Gd,No,ALQ,528,245,1184,Ex,BLQ,411
921,60,RL,70,8462,IR1,Inside,SawyerW,2Story,6,5,1994,1994,Gable,HdBoard,HdBoard,BrkFace,105,Gd,PConc,Gd,No,GLQ,814,114,928,Ex,Unf,0
922,90,RL,67,8777,Reg,Inside,Edwards,1.5Fin,5,7,1900,2003,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,ALQ,1084,188,1272,Gd,Unf,0
923,20,RL,65,10237,Reg,Inside,Gilbert,1Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,28,1288,1316,Ex,Unf,0
924,120,RL,50,8012,Reg,Inside,SawyerW,1Story,6,5,1993,1994,Gable,Plywood,Plywood,None,0,Gd,PConc,Gd,No,LwQ,165,598,1604,Ex,GLQ,841
925,20,RL,79,10240,Reg,Inside,NWAmes,1Story,6,6,1980,1980,Gable,Plywood,Plywood,BrkFace,157,TA,CBlock,Gd,No,BLQ,625,0,1686,TA,LwQ,1061
926,20,RL,NA,15611,IR1,Corner,NWAmes,1Story,5,6,1977,1977,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Av,ALQ,767,266,1126,TA,LwQ,93
927,60,RL,93,11999,Reg,Inside,NridgHt,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,340,Gd,PConc,Gd,No,Unf,0,1181,1181,Ex,Unf,0
928,60,RL,NA,9900,Reg,Inside,NWAmes,2Story,7,5,1968,1968,Gable,MetalSd,MetalSd,BrkFace,342,TA,CBlock,TA,No,BLQ,552,280,832,Gd,Unf,0
929,20,RL,NA,11838,Reg,Inside,CollgCr,1Story,8,5,2001,2001,Hip,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,Unf,0,1753,1753,Ex,Unf,0
930,60,RL,NA,13006,IR1,Corner,Gilbert,2Story,7,5,1997,1997,Gable,HdBoard,HdBoard,BrkFace,285,TA,PConc,Gd,No,Unf,0,964,964,Gd,Unf,0
931,20,RL,73,8925,IR1,Inside,Timber,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,GLQ,16,1450,1466,Ex,Unf,0
932,20,RL,70,9100,Reg,Inside,NAmes,1Story,5,6,1965,1965,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,BLQ,338,121,925,Ex,Rec,466
933,20,RL,84,11670,IR1,Corner,Somerst,1Story,9,5,2006,2006,Hip,VinylSd,ImStucc,Stone,302,Ex,PConc,Ex,No,Unf,0,1905,1905,Ex,Unf,0
934,20,RL,63,8487,Reg,FR2,CollgCr,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,210,Gd,PConc,Gd,Av,GLQ,20,1480,1500,Ex,Unf,0
935,20,RL,313,27650,IR2,Inside,NAmes,1Story,7,7,1960,2007,Flat,Wd Sdng,Wd Sdng,None,0,TA,CBlock,Gd,Gd,GLQ,425,160,585,Ex,Unf,0
936,30,RL,52,5825,IR1,Inside,BrkSide,1Story,4,5,1926,1953,Gable,MetalSd,MetalSd,BrkFace,108,TA,PConc,Fa,Mn,Unf,0,600,600,Gd,Unf,0
937,20,RL,67,10083,Reg,Inside,SawyerW,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,NA,NA,Gd,PConc,Gd,No,GLQ,833,343,1176,Ex,Unf,0
938,60,RL,75,9675,Reg,Inside,Somerst,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Mn,GLQ,341,772,1113,Ex,Unf,0
939,60,RL,73,8760,Reg,Inside,CollgCr,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Mn,GLQ,464,927,1391,Ex,Unf,0
940,70,RL,NA,24090,Reg,Inside,ClearCr,2Story,7,7,1940,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,Mn,Unf,0,1032,1032,Ex,Unf,0
941,90,RL,55,12640,IR1,Inside,Mitchel,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0,TA,CBlock,TA,Gd,Rec,936,396,1728,TA,LwQ,396
942,60,RL,NA,8755,IR1,FR2,Gilbert,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,298,Gd,PConc,Gd,No,ALQ,772,220,992,Ex,Unf,0
943,90,RL,42,7711,IR1,Inside,Edwards,1Story,4,3,1977,1977,Gable,MetalSd,MetalSd,None,0,TA,PConc,Gd,Gd,GLQ,1440,0,1440,TA,Unf,0
944,90,RL,100,25000,Reg,Inside,Mitchel,1Story,5,4,1967,1967,Gable,HdBoard,Plywood,None,0,TA,CBlock,TA,Av,Unf,0,1632,1632,TA,Unf,0
945,20,RL,NA,14375,IR1,CulDSac,Timber,SLvl,6,6,1958,1958,Gable,HdBoard,HdBoard,BrkFace,541,TA,CBlock,TA,No,GLQ,111,354,819,Gd,Rec,354
946,50,RM,98,8820,Reg,Corner,OldTown,1.5Fin,5,6,1890,1996,Hip,VinylSd,VinylSd,None,0,TA,BrkTil,TA,No,LwQ,1088,0,1088,TA,Unf,0
947,80,RL,70,8163,Reg,Inside,NAmes,SLvl,5,6,1959,1959,Gable,HdBoard,HdBoard,BrkFace,128,TA,CBlock,TA,Av,ALQ,748,102,1144,TA,BLQ,294
948,20,RL,85,14536,Reg,Inside,Timber,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,BrkFace,236,Gd,PConc,Gd,Av,GLQ,1300,316,1616,Ex,Unf,0
949,60,RL,65,14006,IR1,Inside,CollgCr,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,144,Gd,PConc,Gd,NA,Unf,0,936,936,Ex,Unf,0
950,20,RL,78,9360,Reg,Inside,NWAmes,1Story,6,7,1972,2006,Hip,Plywood,Plywood,None,0,TA,CBlock,TA,No,ALQ,982,179,1161,TA,Unf,0
951,20,RL,60,7200,Reg,Inside,NAmes,1Story,5,8,1950,2002,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,ALQ,398,317,864,Gd,BLQ,149
952,20,RH,60,7800,Reg,Corner,SawyerW,1Story,5,5,1965,1965,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,BLQ,641,187,828,Gd,Unf,0
953,85,RL,60,7200,Reg,Inside,CollgCr,SFoyer,5,8,1972,2003,Gable,WdShing,HdBoard,None,0,TA,CBlock,Gd,Av,GLQ,660,108,768,Gd,Unf,0
954,60,RL,NA,11075,IR1,Inside,Mitchel,2Story,5,4,1969,1969,Gable,HdBoard,HdBoard,BrkFace,232,TA,CBlock,TA,Av,ALQ,562,29,784,Ex,LwQ,193
955,90,RL,35,9400,IR1,CulDSac,Edwards,SFoyer,6,5,1975,1975,Flat,WdShing,Plywood,BrkFace,250,TA,CBlock,Gd,Gd,GLQ,945,0,945,TA,Unf,0
956,90,RH,82,7136,IR1,Inside,Crawfor,2Story,6,6,1946,1950,Gable,MetalSd,MetalSd,BrkFace,423,TA,CBlock,Gd,No,Rec,484,495,979,TA,Unf,0
957,160,RM,24,1300,Reg,Inside,Blueste,2Story,6,6,1980,1980,Gable,MetalSd,MetalSd,None,0,TA,CBlock,Gd,No,ALQ,285,276,561,TA,Unf,0
958,20,RL,70,7420,Reg,Inside,Sawyer,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,417,640,1057,TA,Unf,0
959,20,RL,65,8450,Reg,Inside,CollgCr,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Mn,GLQ,699,638,1337,Ex,Unf,0
960,160,FV,24,2572,Reg,FR2,Somerst,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,None,0,Gd,PConc,Gd,No,ALQ,604,92,696,Ex,Unf,0
961,20,RL,50,7207,IR1,Inside,BrkSide,1Story,5,7,1958,2008,Gable,Wd Sdng,Plywood,None,0,TA,CBlock,TA,Gd,BLQ,696,162,858,Gd,Unf,0
962,60,RL,NA,12227,IR1,Corner,NWAmes,2Story,6,7,1977,1995,Gable,HdBoard,HdBoard,BrkFace,424,TA,CBlock,Gd,No,ALQ,896,434,1330,TA,Unf,0
963,160,RL,24,2308,Reg,Corner,NPkVill,2Story,6,6,1976,1976,Gable,Plywood,Brk Cmn,None,0,TA,CBlock,Gd,No,ALQ,556,248,804,TA,Unf,0
964,20,RL,122,11923,IR1,Corner,CollgCr,1Story,9,5,2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Ex,No,Unf,0,1800,1800,Ex,Unf,0
965,60,RL,80,11316,Reg,Corner,Timber,2Story,7,5,2002,2003,Gable,VinylSd,VinylSd,BrkFace,44,Gd,PConc,Gd,No,GLQ,624,193,817,Ex,Unf,0
966,60,RL,65,10237,Reg,Inside,Gilbert,2Story,6,5,2005,2007,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,783,783,Ex,Unf,0
967,50,RL,130,9600,IR1,Inside,Crawfor,1.5Fin,5,7,1940,1950,Gable,MetalSd,MetalSd,None,0,Gd,BrkTil,TA,No,Rec,428,300,728,Ex,Unf,0
968,20,RL,NA,7390,IR1,Inside,NAmes,1Story,5,7,1955,1955,Hip,Wd Sdng,Wd Sdng,BrkFace,151,TA,CBlock,TA,No,ALQ,902,196,1098,TA,Unf,0
969,50,RM,50,5925,Reg,Inside,OldTown,1.5Fin,3,6,1910,1950,Gable,VinylSd,VinylSd,None,0,TA,BrkTil,TA,No,Unf,0,600,600,Fa,Unf,0
970,190,RL,75,10382,Reg,Inside,NAmes,SLvl,6,5,1958,1958,Hip,HdBoard,HdBoard,BrkFace,105,TA,CBlock,TA,Gd,ALQ,513,75,588,TA,Unf,0
971,50,RL,60,10800,Reg,Inside,NAmes,1.5Fin,4,4,1949,1950,Gable,AsbShng,AsbShng,None,0,TA,CBlock,TA,No,Unf,0,720,720,TA,Unf,0
972,160,RL,36,2268,Reg,Inside,NridgHt,2Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Stone,106,Gd,PConc,Gd,No,GLQ,567,197,764,Ex,Unf,0
973,120,RL,55,7892,Reg,Inside,SawyerW,1Story,6,5,1979,1979,Gable,Plywood,Plywood,None,0,TA,CBlock,Gd,No,Unf,0,918,918,TA,Unf,0
974,20,FV,95,11639,Reg,Corner,Somerst,1Story,7,5,2007,2008,Gable,CemntBd,CmentBd,NA,NA,Gd,PConc,Gd,No,Unf,0,1428,1428,Ex,Unf,0
975,70,RL,60,11414,IR1,Corner,BrkSide,2Story,7,8,1910,1993,Gable,HdBoard,HdBoard,None,0,TA,BrkTil,Gd,No,Unf,0,728,728,TA,Unf,0
976,160,FV,NA,2651,Reg,FR2,Somerst,2Story,7,5,2000,2000,Gable,MetalSd,MetalSd,None,0,Gd,PConc,Gd,No,GLQ,641,32,673,Ex,Unf,0
977,30,RL,51,5900,IR1,Inside,BrkSide,1Story,4,7,1923,1958,Gable,Wd Sdng,Wd Sdng,None,0,TA,PConc,Gd,No,Unf,0,440,440,TA,Unf,0
978,120,FV,35,4274,IR1,Inside,Somerst,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,NA,NA,Gd,PConc,Gd,No,GLQ,1106,135,1241,Ex,Unf,0
979,20,RL,68,9450,Reg,Inside,Edwards,1Story,4,5,1954,1954,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,LwQ,552,342,894,Ex,Unf,0
980,20,RL,80,8816,Reg,Corner,Sawyer,1Story,5,6,1963,1963,Gable,VinylSd,VinylSd,None,0,TA,PConc,TA,No,Rec,651,470,1121,TA,Unf,0
981,85,RL,NA,12122,IR1,Corner,NAmes,SFoyer,7,9,1961,2007,Gable,CemntBd,CmentBd,Stone,210,Ex,CBlock,TA,Av,ALQ,867,77,944,Gd,Unf,0
982,60,RL,98,12203,IR1,Corner,NoRidge,2Story,8,5,1998,1999,Hip,VinylSd,VinylSd,BrkFace,975,Gd,PConc,Gd,No,GLQ,854,371,1225,Ex,Unf,0
983,20,RL,43,3182,Reg,Inside,Blmngtn,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,16,Gd,PConc,Gd,Av,Unf,0,1266,1266,Ex,Unf,0
984,60,RL,NA,11250,Reg,Corner,CollgCr,2Story,8,5,2002,2002,Gable,CemntBd,CmentBd,None,0,Gd,PConc,Gd,Mn,Unf,0,1128,1128,Ex,Unf,0
985,90,RL,75,10125,Reg,Inside,Mitchel,1.5Fin,5,5,1977,1977,Gable,Plywood,Plywood,None,0,TA,CBlock,NA,NA,NA,0,0,0,TA,NA,0
986,190,RL,68,10880,Reg,Inside,Edwards,1Story,5,5,1950,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,ALQ,1040,124,1164,TA,Unf,0
987,50,RM,59,5310,Reg,Corner,OldTown,1.5Fin,6,8,1910,2003,Hip,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,Unf,0,485,485,Gd,Unf,0
988,20,RL,83,10159,IR1,Inside,NridgHt,1Story,9,5,2009,2010,Hip,VinylSd,VinylSd,Stone,450,Ex,PConc,Ex,Av,GLQ,1646,284,1930,Ex,Unf,0
989,60,RL,NA,12046,IR1,Inside,NWAmes,2Story,6,6,1976,1976,Gable,Plywood,Plywood,BrkFace,298,TA,CBlock,TA,No,LwQ,156,692,848,TA,Unf,0
990,60,FV,65,8125,Reg,Inside,Somerst,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,770,770,Ex,Unf,0
991,60,RL,82,9452,Reg,Inside,NoRidge,2Story,8,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,423,Gd,PConc,Gd,No,GLQ,1074,322,1396,Ex,Unf,0
992,70,RM,121,17671,Reg,Corner,OldTown,2Story,8,9,1882,1986,Gable,Wd Sdng,Wd Sdng,None,0,Gd,BrkTil,TA,No,BLQ,216,700,916,Gd,Unf,0
993,60,RL,80,9760,Reg,Inside,NAmes,2Story,6,8,1964,1993,Hip,Wd Sdng,Wd Sdng,BrkFace,340,TA,CBlock,TA,Gd,BLQ,536,169,822,Gd,Rec,117
994,60,RL,68,8846,Reg,Inside,CollgCr,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,750,750,Ex,Unf,0
995,20,RL,96,12456,Reg,FR2,NridgHt,1Story,10,5,2006,2007,Hip,CemntBd,CmentBd,Stone,230,Ex,PConc,Ex,Gd,GLQ,1172,528,1700,Ex,Unf,0
996,50,RL,51,4712,IR1,Inside,BrkSide,1.5Fin,4,7,1946,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,ALQ,384,363,747,TA,Unf,0
997,20,RL,NA,10659,IR1,Inside,NAmes,1Story,5,6,1961,1961,Hip,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Rec,915,135,1050,TA,Unf,0
998,20,RL,NA,11717,IR1,Inside,NWAmes,1Story,6,6,1970,1970,Hip,HdBoard,HdBoard,BrkFace,571,TA,CBlock,TA,No,Unf,0,1442,1442,TA,Unf,0
999,30,RM,60,9786,Reg,Inside,IDOTRR,1Story,3,4,1922,1950,Hip,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,1007,1007,Fa,Unf,0
1000,20,RL,64,6762,Reg,Inside,CollgCr,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Stone,24,Gd,PConc,Gd,Av,GLQ,686,501,1187,Ex,Unf,0
1001,20,RL,74,10206,Reg,Corner,Edwards,1Story,3,3,1952,1952,Flat,BrkComm,Brk Cmn,None,0,TA,Slab,NA,NA,NA,0,0,0,Fa,NA,0
1002,30,RL,60,5400,Reg,Corner,OldTown,1Story,5,6,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,Fa,No,Unf,0,691,691,Ex,Unf,0
1003,20,RL,75,11957,IR1,Inside,Somerst,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,53,Gd,PConc,Gd,No,GLQ,24,1550,1574,Ex,Unf,0
1004,90,RL,NA,11500,IR1,Corner,NWAmes,1Story,5,6,1976,1976,Gable,VinylSd,VinylSd,BrkFace,164,TA,CBlock,TA,No,Unf,0,1680,1680,Fa,Unf,0
1005,120,RL,43,3182,Reg,Inside,Blmngtn,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16,Gd,PConc,Gd,No,GLQ,16,1330,1346,Ex,Unf,0
1006,80,RL,65,8385,Reg,Inside,CollgCr,SLvl,5,8,1977,1977,Gable,HdBoard,HdBoard,BrkFace,220,Gd,CBlock,Gd,Av,GLQ,595,390,985,TA,Unf,0
1007,20,RL,NA,12155,IR3,Inside,NAmes,1Story,6,3,1970,1970,Gable,Plywood,Plywood,None,0,TA,CBlock,Gd,No,LwQ,1237,420,1657,Gd,Unf,0
1008,160,RM,21,2217,Reg,Inside,MeadowV,2Story,4,4,1970,1970,Gable,CemntBd,CmentBd,None,0,TA,CBlock,TA,No,BLQ,273,0,546,TA,LwQ,273
1009,20,RL,43,12118,IR1,CulDSac,Mitchel,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,Stone,108,Gd,PConc,Ex,Mn,Unf,0,1710,1710,Ex,Unf,0
1010,50,RL,60,6000,Reg,Inside,SWISU,1.5Fin,5,5,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,1008,1008,Ex,Unf,0
1011,50,RL,115,21286,Reg,Inside,Sawyer,1.5Fin,5,5,1948,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Unf,0,720,720,TA,Unf,0
1012,90,RL,75,9825,Reg,Inside,Edwards,1Story,5,5,1965,1965,Hip,AsphShn,AsphShn,None,0,TA,CBlock,NA,NA,NA,0,0,0,TA,NA,0
